metro_title,primary_state,region,business_key,business_type,business_feasibility_score,business_feasibility_rank,feasibility_band,entry_strategy,strategy_guidance,market_strength_probability,category_fit_score,whitespace_opportunity_score,momentum_score,recommendation_summary,strength_1,strength_2,strength_3,risk_1,risk_2,recent_unemployment_change,population,median_income,unemployment_rate
"Lexington Park, MD",MD,South,personal_services,Salon / Repair / Personal Services,28.68787671434452,152,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.23259200231816862,0.41354788506909057,26.243031985192054,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and affluent demand, while the main watchout is business density.",Low unemployment,Affluent demand,Recent labor momentum,Business density,Payroll efficiency,0.7000000000000002,211382,122406,2.7
"Chico, CA",CA,West,personal_services,Salon / Repair / Personal Services,16.08956815064511,245,Low,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.536318938354837,12.849704771699244,47.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and category demand footprint, while the main watchout is affluent demand.",Low unemployment,Category demand footprint,Economic diversity,Affluent demand,Payroll efficiency,0.7000000000000002,208334,65221,5.9
"St. George, UT",UT,West,personal_services,Salon / Repair / Personal Services,52.47988130158608,102,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.6369763237864421,0.26305128788450466,50.085522037225054,60.0,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Business density,Payroll efficiency,Category demand footprint,0.3999999999999999,207943,86983,3.3
"Elkhart-Goshen, IN",IN,Midwest,personal_services,Salon / Repair / Personal Services,55.97339204057854,82,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.6443230481560308,0.36235928898854636,46.132973211678774,59.99999999999998,"White-Space Opportunity: strongest signals are low unemployment and category location density, while the main watchout is category demand footprint.",Low unemployment,Category location density,Recent labor momentum,Category demand footprint,Affluent demand,0.40000000000000036,207436,69872,4.9
"Joplin, MO-KS",MO,Midwest,personal_services,Salon / Repair / Personal Services,20.80928256578266,192,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.4441658880607189,20.38072914293465,51.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is affluent demand.",Low unemployment,Category location density,Economic diversity,Affluent demand,Payroll efficiency,0.6000000000000001,207131,62796,3.6
"Springfield, IL",IL,Midwest,personal_services,Salon / Repair / Personal Services,38.01455863827823,129,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.230165145716628,0.7300999479371426,23.106610518886143,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,0.0,206371,80190,4.3
"St. Cloud, MN",MN,Midwest,personal_services,Salon / Repair / Personal Services,66.36159818407157,49,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7621212121212121,0.4337704445195576,51.96986107901839,71.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category location density,Payroll efficiency,Affluent demand,0.10000000000000009,205878,75688,3.1
"Auburn-Opelika, AL",AL,South,personal_services,Salon / Repair / Personal Services,10.589664123615282,336,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.3529888041205094,16.39387520290483,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Business density,0.7000000000000002,205355,68336,3.0
"Warner Robins, GA",GA,South,personal_services,Salon / Repair / Personal Services,7.5979916086324355,366,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.25326638695441456,20.492254992807563,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category demand footprint,Payroll efficiency,Economic diversity,0.20000000000000018,204110,78028,3.2
"Florence, SC",SC,South,personal_services,Salon / Repair / Personal Services,18.943564100061053,207,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.38197527253666524,15.96053920975162,27.999999999999996,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is affluent demand.",Low unemployment,Category location density,Economic diversity,Affluent demand,Payroll efficiency,1.2000000000000002,200474,56475,4.5
"Charleston, WV",WV,South,personal_services,Salon / Repair / Personal Services,41.65518942034401,123,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.36042727664204677,0.5475093351800246,30.06754902857895,64.0,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is affluent demand.",Low unemployment,Category location density,Recent labor momentum,Affluent demand,Payroll efficiency,0.2999999999999998,200122,61625,4.0
"Houma-Bayou Cane-Thibodaux, LA",LA,South,personal_services,Salon / Repair / Personal Services,59.96559177898286,72,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7264069264069265,0.30390356434993365,51.400530431744365,52.000000000000014,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Category location density,0.5999999999999996,199206,62338,3.8
"Racine-Mount Pleasant, WI",WI,Midwest,personal_services,Salon / Repair / Personal Services,15.736698051183525,251,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.3723019597963032,21.964003816201902,64.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Business density,0.2999999999999998,198651,77830,3.5
"Bowling Green, KY",KY,South,personal_services,Salon / Repair / Personal Services,11.936737460898108,320,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.24563660678678934,20.243467054573838,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.7000000000000002,197734,65869,4.7
"Dover, DE",DE,South,personal_services,Salon / Repair / Personal Services,43.645818578077936,119,Medium,White-Space Opportunity,Strong overall market with room for category expansion.,0.48591932372913804,0.32104886390127574,45.462186105942045,79.99999999999997,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,-0.09999999999999964,192690,81117,4.0
"Billings, MT",MT,West,personal_services,Salon / Repair / Personal Services,79.50127049245266,12,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.9,0.550042349748422,50.532760102660006,60.0,"Established Leader: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Economic diversity,Payroll efficiency,Affluent demand,0.3999999999999999,192531,77770,2.8
"Coeur d'Alene, ID",ID,West,personal_services,Salon / Repair / Personal Services,50.67650324473666,105,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.5710953574013736,0.35666094088801686,41.550658857135055,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Business density,Payroll efficiency,Category demand footprint,0.7000000000000002,188323,83061,4.4
"Midland, TX",TX,South,personal_services,Salon / Repair / Personal Services,79.75459622144065,10,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.96,0.41848654071468894,62.27125384684713,71.99999999999999,"White-Space Opportunity: strongest signals are economic diversity and low unemployment, while the main watchout is category demand footprint.",Economic diversity,Low unemployment,Recent labor momentum,Category demand footprint,Affluent demand,0.10000000000000009,188071,89627,2.9
"Saginaw, MI",MI,Midwest,personal_services,Salon / Repair / Personal Services,11.694010728025498,324,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.3898003576008499,14.647018194706009,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is affluent demand.",Low unemployment,Category location density,Recent labor momentum,Affluent demand,Payroll efficiency,0.7000000000000002,187714,61455,5.9
"Yuba City, CA",CA,West,personal_services,Salon / Repair / Personal Services,6.261889804549946,372,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2087296601516649,18.10866441717762,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is business density.",Low unemployment,Recent labor momentum,Economic diversity,Business density,Category location density,0.5,186014,81094,7.8
"Jackson, TN",TN,South,personal_services,Salon / Repair / Personal Services,14.92334408942898,269,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.4169850328660235,19.81541735397858,64.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Category location density,Affluent demand,Payroll efficiency,0.2999999999999998,183680,62566,3.8
"Blacksburg-Christiansburg-Radford, VA",VA,South,personal_services,Salon / Repair / Personal Services,14.76708437699028,271,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.03076923076923077,0.42044127410480425,19.259074458366708,63.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Category location density,Affluent demand,Payroll efficiency,0.30000000000000027,183318,65518,3.1
"Burlington, NC",NC,South,personal_services,Salon / Repair / Personal Services,9.764023130961846,349,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.32546743769872816,21.070954920445338,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.10000000000000009,183040,65966,3.6
"Kingston, NY",NY,Northeast,personal_services,Salon / Repair / Personal Services,15.45030274510455,254,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.03076923076923077,0.4432152197086132,20.49470692897012,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.20000000000000018,182977,87847,3.6
"Iowa City, IA",IA,Midwest,personal_services,Salon / Repair / Personal Services,16.431157947270265,240,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.2982284007769723,28.222545161461642,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.0,182711,75225,2.4
"Abilene, TX",TX,South,personal_services,Salon / Repair / Personal Services,22.79805205689012,173,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.5104582044309675,23.659644777271655,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,0.0,181969,63390,3.5
"El Centro, CA",CA,West,personal_services,Salon / Repair / Personal Services,5.214163784678993,379,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.17380545948929976,13.299742093378256,44.000000000000114,"Selective Expansion Bet: strongest signals are economic diversity and recent labor momentum, while the main watchout is low unemployment.",Economic diversity,Recent labor momentum,Category demand footprint,Low unemployment,Business density,0.7999999999999972,181724,60749,18.4
"Redding, CA",CA,West,personal_services,Salon / Repair / Personal Services,14.739441256786371,273,Low,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.4913147085595457,15.359323599954047,55.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.5,181121,71140,5.3
"Greenville, NC",NC,South,personal_services,Salon / Repair / Personal Services,11.810649948102753,322,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.31322856148848255,24.225342829392638,79.99999999999997,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,-0.09999999999999964,180783,57031,4.0
"Muskegon-Norton Shores, MI",MI,Midwest,personal_services,Salon / Repair / Personal Services,10.227088506190809,342,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.3409029502063603,14.320294590046753,44.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Category location density,Affluent demand,Payroll efficiency,0.7999999999999998,177428,60829,5.1
"Eau Claire, WI",WI,Midwest,personal_services,Salon / Repair / Personal Services,43.151336689542,121,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.44401853543200814,0.4023346403100479,39.612562379731735,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.10000000000000009,176153,74869,2.9
"Oshkosh-Neenah, WI",WI,Midwest,personal_services,Salon / Repair / Personal Services,50.61890068356172,106,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.5747440523211538,0.34622723403603195,45.917437734118884,67.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.20000000000000018,173307,71146,2.7
"Sebastian-Vero Beach-West Vero Corridor, FL",FL,South,personal_services,Salon / Repair / Personal Services,21.548966987457867,183,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.09025198938992043,0.5077109243387812,19.267959478682897,56.000000000000014,"Niche Cluster Bet: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,0.49999999999999956,172139,79849,4.1
"Bloomington, IL",IL,Midwest,personal_services,Salon / Repair / Personal Services,74.35736251857251,31,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.8666666666666668,0.45635652839686147,53.86442591762726,68.0,"Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is business density.",Low unemployment,Recent labor momentum,Economic diversity,Business density,Affluent demand,0.19999999999999973,172069,81240,3.9
"Idaho Falls, ID",ID,West,personal_services,Salon / Repair / Personal Services,67.5195666205153,46,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9,0.15065222068384343,67.51180720922137,60.0,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Business density,Category demand footprint,Payroll efficiency,0.3999999999999999,171773,85767,3.1
"La Crosse-Onalaska, WI-MN",WI,Midwest,personal_services,Salon / Repair / Personal Services,48.52484452341505,112,High,Momentum Market,Healthy metro fundamentals with improving labor-market momentum.,0.4981092436974789,0.4552399154863843,39.66126680566496,67.99999999999999,"Momentum Market: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.20000000000000018,170763,75117,2.7
"Homosassa Springs, FL",FL,South,personal_services,Salon / Repair / Personal Services,13.44062680077964,302,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.4480208933593214,14.354513283408865,52.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category demand footprint,Payroll efficiency,Affluent demand,0.5999999999999996,170174,59481,5.0
"Waterloo-Cedar Falls, IA",IA,Midwest,personal_services,Salon / Repair / Personal Services,50.18396662556201,107,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.5381092436974789,0.4172106522246162,40.3443231331036,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Category location density,Payroll efficiency,Affluent demand,0.5,170081,72382,3.5
"Odessa, TX",TX,South,personal_services,Salon / Repair / Personal Services,75.44724796079032,26,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9,0.4149082653596775,58.624831893843776,71.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,0.10000000000000009,170022,78058,3.5
"Pueblo, CO",CO,West,personal_services,Salon / Repair / Personal Services,9.95850884697546,347,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.33195029489918204,11.27572879395704,27.999999999999996,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Category location density,Affluent demand,Payroll efficiency,1.2000000000000002,169866,62128,5.9
"Kenosha, WI",WI,Midwest,personal_services,Salon / Repair / Personal Services,7.812545557888403,364,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2604181852629468,22.3504880351143,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Business density,0.10000000000000009,168754,83529,3.2
"Terre Haute, IN",IN,Midwest,personal_services,Salon / Repair / Personal Services,18.7112399361753,209,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.4714533559626958,16.070028170807177,43.999999999999986,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is affluent demand.",Low unemployment,Category location density,Recent labor momentum,Affluent demand,Payroll efficiency,0.8000000000000003,166552,59209,4.4
"Janesville-Beloit, WI",WI,Midwest,personal_services,Salon / Repair / Personal Services,13.1001195205511,304,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.28441600877522244,26.13817806541445,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.0,165461,70556,3.2
"Amherst Town-Northampton, MA",MA,Northeast,personal_services,Salon / Repair / Personal Services,12.090404369082835,317,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.40301347896942785,16.199736120435006,52.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Business density,0.5999999999999996,165399,81732,3.8
"Kahului-Wailuku, HI",HI,West,personal_services,Salon / Repair / Personal Services,15.443324228458266,255,Low,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.5147774742819422,19.399246151321762,75.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Category demand footprint,0.0,163769,101168,4.4
"Bloomington, IN",IN,Midwest,personal_services,Salon / Repair / Personal Services,18.629956836429983,212,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10541874840935736,0.37502148159249904,19.446966523527237,44.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.7999999999999998,162553,67243,3.8
"Grand Junction, CO",CO,West,personal_services,Salon / Repair / Personal Services,60.59535056744617,68,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.6604903575725656,0.4787008512455528,40.57496358062196,43.999999999999986,"Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Category location density,Payroll efficiency,Affluent demand,0.8000000000000003,161260,75231,4.4
"Jackson, MI",MI,Midwest,personal_services,Salon / Repair / Personal Services,8.89956622838706,358,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.296652207612902,17.327880113369705,52.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Business density,0.5999999999999996,160233,66155,4.8
"Logan, UT-ID",UT,West,personal_services,Salon / Repair / Personal Services,67.9247034297583,42,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9086529340686337,0.14396660149846446,68.0436129829477,60.0,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.3999999999999999,160053,81144,2.8
"State College, PA",PA,Northeast,personal_services,Salon / Repair / Personal Services,17.5177570929678,225,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.034482758620689655,0.5034654663173175,20.966441247709458,75.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Business density,0.0,159805,77110,2.9
"Decatur, AL",AL,South,personal_services,Salon / Repair / Personal Services,19.86473432843696,201,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.1363695035613262,0.34396230263813765,24.301897394002747,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.5,159651,69526,2.6
"Chambersburg, PA",PA,Northeast,personal_services,Salon / Repair / Personal Services,15.9835492172564,247,Low,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.5327849739085466,18.72376684946508,75.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category location density,Payroll efficiency,Business density,0.0,159285,74019,3.1
"Santa Fe, NM",NM,West,personal_services,Salon / Repair / Personal Services,36.86778763654376,133,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.2825920023181686,0.5695449158090652,26.368294105482484,59.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,0.40000000000000036,157765,88719,3.7
"Bangor, ME",ME,Northeast,personal_services,Salon / Repair / Personal Services,30.17025121545491,146,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.2825920023181686,0.3462937017727703,30.268445275215367,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.5,156840,66506,3.3
"Traverse City, MI",MI,Midwest,personal_services,Salon / Repair / Personal Services,60.892100075843395,65,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.6497402597402597,0.5136760631341737,42.17106699675019,60.0,"Established Leader: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,0.3999999999999999,156634,82805,4.3
"Hattiesburg, MS",MS,South,personal_services,Salon / Repair / Personal Services,9.435878716718268,353,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.31452929055727563,21.010177887596004,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.20000000000000018,156411,61871,3.0
"Florence-Muscle Shoals, AL",AL,South,personal_services,Salon / Repair / Personal Services,13.452213020711909,301,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.448407100690397,15.202498598592397,48.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,0.6999999999999997,156287,66882,3.3
"Monroe, MI",MI,Midwest,personal_services,Salon / Repair / Personal Services,8.027614425357472,362,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2675871475119157,14.179935675169501,36.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is business density.",Low unemployment,Economic diversity,Recent labor momentum,Business density,Payroll efficiency,1.0,156045,75766,5.3
"Vineland, NJ",NJ,Northeast,personal_services,Salon / Repair / Personal Services,9.336820796381357,355,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.31122735987937855,18.5251851876635,64.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category location density,Payroll efficiency,Affluent demand,0.2999999999999998,155678,68067,7.0
"Hanford-Corcoran, CA",CA,West,personal_services,Salon / Repair / Personal Services,2.3140441300183547,384,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.07713480433394515,19.61625657354208,59.99999999999998,"Selective Expansion Bet: strongest signals are recent labor momentum and low unemployment, while the main watchout is business density.",Recent labor momentum,Low unemployment,Economic diversity,Business density,Category location density,0.40000000000000036,154913,73954,8.9
"Dothan, AL",AL,South,personal_services,Salon / Repair / Personal Services,18.69234411590341,210,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.08191865605658709,0.4319346063980771,19.65144534084077,51.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is affluent demand.",Low unemployment,Category location density,Recent labor momentum,Affluent demand,Payroll efficiency,0.6000000000000001,154766,60024,3.1
"Wildwood-The Villages, FL",FL,South,personal_services,Salon / Repair / Personal Services,2.6835414640436457,383,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.08945138213478819,19.57994817602291,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Business density,0.7000000000000002,154693,78807,5.9
"Rapid City, SD",SD,Midwest,personal_services,Salon / Repair / Personal Services,70.82046145177138,37,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.7621212121212121,0.5823992201095511,46.859801767995684,75.99999999999999,"Established Leader: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,0.0,153470,78056,1.8
"Valdosta, GA",GA,South,personal_services,Salon / Repair / Personal Services,10.715614917835095,333,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.3571871639278365,18.768094467829435,64.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.2999999999999998,153179,59180,3.9
